City,Title,Description,latitude,longitude
Bhopal,Birla Museum,"The remnants of Madhya Pradesh's glorious pre-historic era is perfectly preserved in the Birla Museum. The museum contains objects used by the Paleolithic and Neolithic man, stone sculptures from 7th to 13th century BC and manuscripts and terracotta belonging to 2nd century BC",23.237919,77.4079172
Bhopal,Shaukat Mahal,Shaukat Mahal is one of the most beautiful buildings in Bhopal which has a distinct architecture - a blend of Indo-Islamic and European styles.,23.2202903,77.4302802
Bhopal,Jama Masjid,"Constructed during the period of Quidisiya Begum, Jama Masjid boasts of classic Islamic Architecture in its beautiful shrine and two tall minarets.",28.6468075,77.236254
Bhopal,Moti Masjid,"Moti Masjid was constructed in the year 1860 by a progressive leader Sikander Begum. The mosque is relatively smaller in size, but its architectural marvel and religious significance attracts tourists and devotees from different parts of the country.",23.2592032,77.3967782
Bhopal,Archeological Museum,"The archeological museum exhibits sculptures from artists from all over Madhya Pradesh and provides a deep insight into the rich culture of this state. It houses statues of Lakshmi, Buddha, and images of Brahma, Vishnu, and Shiva among other pieces of art.The museum is one of the best tourist places in Bhopal.",40.1954842,29.0402061
Bhopal,Bharat Bhavan,"A centre of visual and performing arts, Bharat Bhavan is a unique institution with an unparalleled and impactful architecture.",32.616049,74.815857
Bhopal,DB City Mall,"DB City Mall is a part of Bhaskar group and its ventures having three basements and three on-floor parking lots managed by Central Parking Services. Its expanse reaches upto 125,000 sq mt which is the largest shopping mall in Central India. It has many clothing outlets including Apple Premium Reseller, Fun Cinemas, Shoppers Stop, HyperCity, McDonald's, Domino's Pizza, Pantaloons, Amer Bakery Hut, Big Life, Nike, PUMA, Adidas, Reebok, Max, The Chocolate Room, Westside, Amoeba, John Players, Spykar, World Of Titan, Levi Strauss, KFC, Pizza Hut, Subway Restaurant and many more.",23.2326828,77.4303176
Bhopal,Taj-Ul-Masjid,"One of the largest mosques in the country, Taj-Ul-Masjid has a stunning and elegant architecture. The enormous domes, a spectacular hallway and elegant minarets speak volumes about its architecture. However, non-Muslims are not allowed inside the mosque.",23.263083,77.393526
Bhopal,New Market,"Located in the heart of the capital and encompassing an area of less than a sq. km., New Market is a local city market. As the idiom goes, you can find anything from a pin to airplane here.",34.9100188,-86.4277976
Bhopal,Birla Mandir,"Built at the summit of Arera hills is the Birla Mandir, structured with grandiose scale and design. It's an awe-inspiring spectacle that showcases a panoramic view of the historic city of Bhopal. Surrounded by greenery and an ancient charm, the temple is a shrine to Lord Shiva and Parvathi, providing solace and tranquillity to devotees.",29.965008,76.827472
Bhopal,Raisen Fort,"Raisen Fort is a substantial historical edifice placed atop a hill enthralling a vast water reservoir, palaces and a few temples within the fort. Located in the city of Bhopal, the 800-year-old fort has nine gateways, fortifications, domes and the remains of several buildings from the early medieval period.",23.3252992,77.7729303
Bhopal,Rani Kamlapati Palace,"Rani Kamlapati Palace is the commemoration of the glorious past of Bhopal. The residence of Rani Kamlapati is a historical palace situated at the heart of the Kamla park. Rani Kamlapati Palace is a secular architecture of the 18th century built of Lakhauri bricks, cusped arches over crumpled pillars. The merlons are shaped as water lotuses honouring the name of the Queen.",27.897404,78.088012
Bhopal,Sanchi Stupa,"56 kms north-west of Bhopal city lies the historical architecture Sanchi Stupa, a UNESCO world heritage site since 1989. It’s home to the relics of Buddha and his followers. Built by the Mauryan emperor Ashoka in the 3rd century BCE; it is a remarkable specimen of Buddhist art and architecture. Sanchi’s uniqueness lies in the fact that Buddha isn’t represented by figures but through symbols.",23.4794335,77.7394135
Bhopal,Halali Dam & Reservoir,"Halali Dam is a lakeside reservoir built on the Halali River in Raisen. Formerly known as Thal River, the pristine lake is 47 km from Bhopal to Sanchi is Halali the tributary of Betwa river. The colossal dam is quite popular among locals of Bhopal as an excellent spot for picnic and boat rides.",0.5544,40.43132
Bhopal,Sardar Manzil,Sardar Manzil occupies a place of eminence among the crowd of Islamic architecture in Bhopal. The red-brick structure is a hybrid of the western and Asian style of architecture designed by a descendant of the Bourbon Dynasty of France. The history of Sardar Manzil dates back to the era Nawabs rulers whose courtroom was this picturesque monument.,12.3295966,76.6745038
Bhopal,Yodhasthal,"Yodhasthal, the army museum in Bhopal a prominent 'Know your Army"" facility, is known for its exhibition of arms and ammunition used by defence forces. The museum provides engrossing knowledge about the victories and war stories of Indian Army.",22.72005,75.83058
Bhopal,Sair Sapata,"Sair Sapata is a significant entertainment zone, inaugurated on 29 September 2011. The tourism complex is predominantly a play park which is also a good leisure space for adults. Covering an area of 24.56 acres, Sair Sapata offers enjoyable activities like forest hiking, car dashing, zorbing and so on.",23.216421,77.376128
Bhopal,"Tribal Museum, Bhopal","Tribal Museum is a rich tapestry of exhaustive exhibits showcasing the tribal art and culture. It highlights various aspects of the tribes in Madhya Pradesh and Chattisgarh. The artistic displays are mesmerising as it creates awareness about the tribal rituals, customs, forms of worship and so on.",23.25469,77.40289
Bhopal,Madhai,Madhai is a quaint town located in the state of Madhya Pradesh. Madhai is serene and peaceful because of which this place becomes an ideal holiday destination to get away from the pell mell of the city. The place bubbling with flora and fauna. The lush greenery that wraps the whole place is mesmerizing.,25.078622,86.991476
Bhopal,Churna,"Churna is a quiet village located in the state of Madhya Pradesh. Untouched by industrialization, this is an ideal place to enjoy some peaceful time amidst nature. This place is replete with natural beauty and houses a large number of flora and fauna. Churna with all its scenic beauty and pleasant aura will help you unwind and relax with your loved ones.",22.4681091,78.0785663
Bhopal,Crescent Water Park,"Located 32 kms away from the city centre of Bhopal, Crescent Water Park is known to be the best in the city. With rain dance, water DJ, columbus rides, infinite pool, the park claims to be the one of its kind and very popular among both the localites and tourists.",23.175442,77.064883
Bhopal,People’s Mall Water Park,"People's Mall Water Park, as the name suggest is a water park in the premises of People's Mall in Bhopal. Besides, the immaculately clean water park with several slides, the mall also has an amusement park with life size replicas of famous monuments from around the world.",37.431422436394,-83.993316420869
Bhopal,Kanha Fun City,"Inaugurated in 2000, Kanha Fun City Water Park is probably the most popular water park in Bhopal. Buzzing with activity all through the season, the park has an array of thrilling water rides, tube slides, roller coasters, rain dance, aqua disco arrangements etc.",23.1365829,77.492102
Bhopal,Bori Wildlife Sanctuary,"Located in the heart of the country, The Bori Wildlife Sanctuary in Itarsi near Bhopal is truly among the country's oldest and most diverse attractions.",22.6344708,77.7728155
Orchha,"Jehangir Mahal, Orchha Fort","Built as be a garrison and citadel for the Mughals to allow greater control over the Bundela region, this palace was completed in 1598 by Bharath Bhushan after he defeated Vir Deo Singh of Bundela.",27.1777088,78.022819
Orchha,Ram Raja Temple,This beautiful Ram temple has an intriguing history behind it. The Idols which were supposed to be installed in the magnificent Chaturbhuj Temple were kept on the ground where this temple now stands.,25.350602,78.639769
Orchha,"Raja Mahal, Orchha Fort","Built during the 17th century, the Raja Mahal has withstood the test of time without losing its charm that transports you back to one of the golden eras of history.",25.3501395,78.6429947
Orchha,Rafting and Boating in River Betwa,Rafting in the river Betwa is also possible and the rafting starts from the boat club. Tickets are arranged through MP tourism and are available at the Betwa retreat or at the Hotel Sheesh Mahal. It could cost you around Rs. 1000 per hour or more per raft and a single raft would take 1-6 persons.,40.754212,-85.506919
Orchha,Chattris (Cenotaphs),"Situated on the banks of Betwa river, Chattris is a set of magnificent royal tombs of the Maharajas, placed on a platform and supported by the pillars.",,
